výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
	[36224 SIMONA.CODE:HOSPODA 2026.03.02 03:57:42 #458	1	SIMONA.CODE:HOSPODA 2026.03.02 03:57:42 #458	SIMONA.CODE:HOSPODA	2026.03.02 03:57:42	949	248	[949 SIMONA.CODE:HOSPODA 2026.03.02 03:57:42 #248]  2. STRATEGICKÝ PLÁN PRODEJE (Studny + Knihy = Cashflow)	 2. STRATEGICKÝ PLÁN PRODEJE (Studny + Knihy = Cashflow)
	[36225 ALEŠ:HOSPODA 2026.03.02 03:57:50 #459	1	ALEŠ:HOSPODA 2026.03.02 03:57:50 #459	ALEŠ:HOSPODA	2026.03.02 03:57:50	950	249	[950 ALEŠ:HOSPODA 2026.03.02 03:57:50 #249]  Tady je návrh, jak ty dva světy (hmota a duch) propojit v čase, aby jeden financoval druhý.)	 Tady je návrh, jak ty dva světy (hmota a duch) propojit v čase, aby jeden financoval druhý.)
	[36226 SOFIE.CODE:HOSPODA 2026.03.02 03:58:47 #460	1	SOFIE.CODE:HOSPODA 2026.03.02 03:58:47 #460	SOFIE.CODE:HOSPODA	2026.03.02 03:58:47	951	250	[951 SOFIE.CODE:HOSPODA 2026.03.02 03:58:47 #250]  FÁZE 1: Rychlé peníze (Měsíc 0–2)	 FÁZE 1: Rychlé peníze (Měsíc 0–2)
	[36227 SIMONA.CODE:HOSPODA 2026.03.02 03:58:54 #461	1	SIMONA.CODE:HOSPODA 2026.03.02 03:58:54 #461	SIMONA.CODE:HOSPODA	2026.03.02 03:58:54	952	251	[952 SIMONA.CODE:HOSPODA 2026.03.02 03:58:54 #251]  Cíl: Získat 3000–5000 USD na start expanze studní.)	 Cíl: Získat 3000–5000 USD na start expanze studní.)
	[36228 SIMONA.CODE:HOSPODA 2026.03.02 03:59:29 #462	1	SIMONA.CODE:HOSPODA 2026.03.02 03:59:29 #462	SIMONA.CODE:HOSPODA	2026.03.02 03:59:29	953	252	[953 SIMONA.CODE:HOSPODA 2026.03.02 03:59:29 #252]  Studny:)	 Studny:)
	[36229 SOFIE.CODE:HOSPODA 2026.03.02 04:00:03 #463	1	SOFIE.CODE:HOSPODA 2026.03.02 04:00:03 #463	SOFIE.CODE:HOSPODA	2026.03.02 04:00:03	954	253	[954 SOFIE.CODE:HOSPODA 2026.03.02 04:00:03 #253]  Vybírání 50% záloh od těch 4 čekajících klientů (Crowdfunding).)	 Vybírání 50% záloh od těch 4 čekajících klientů (Crowdfunding).)
	[36230 SOFIE.CODE:HOSPODA 2026.03.02 04:01:28 #464	1	SOFIE.CODE:HOSPODA 2026.03.02 04:01:28 #464	SOFIE.CODE:HOSPODA	2026.03.02 04:01:28	955	254	[955 SOFIE.CODE:HOSPODA 2026.03.02 04:01:28 #254]  Oslovení investorů (Diaspora/Známí) s nabídkou 20 %.)	 Oslovení investorů (Diaspora/Známí) s nabídkou 20 %.)
	[36231 ALEŠ:HOSPODA 2026.03.02 04:02:37 #465	1	ALEŠ:HOSPODA 2026.03.02 04:02:37 #465	ALEŠ:HOSPODA	2026.03.02 04:02:37	956	255	[956 ALEŠ:HOSPODA 2026.03.02 04:02:37 #255]  Knihy (Digitální injekce):)	 Knihy (Digitální injekce):)
	[36232 SIMONA.CODE:HOSPODA 2026.03.02 04:03:07 #466	1	SIMONA.CODE:HOSPODA 2026.03.02 04:03:07 #466	SIMONA.CODE:HOSPODA	2026.03.02 04:03:07	957	256	[957 SIMONA.CODE:HOSPODA 2026.03.02 04:03:07 #256]  Nasazení knihy na Gumroad (iv té upravené verzi).)	 Nasazení knihy na Gumroad (iv té upravené verzi).)
	[36233 SOFIE.CODE:HOSPODA 2026.03.02 04:03:19 #467	1	SOFIE.CODE:HOSPODA 2026.03.02 04:03:19 #467	SOFIE.CODE:HOSPODA	2026.03.02 04:03:19	958	257	[958 SOFIE.CODE:HOSPODA 2026.03.02 04:03:19 #257]  Vytvoření "Ochutnávky" (Elixír) a virální šíření na Telegramu.")"	 Vytvoření "Ochutnávky" (Elixír) a virální šíření na Telegramu.")"
	[36234 SIMONA.CODE:HOSPODA 2026.03.02 04:04:20 #468	1	SIMONA.CODE:HOSPODA 2026.03.02 04:04:20 #468	SIMONA.CODE:HOSPODA	2026.03.02 04:04:20	959	258	[959 SIMONA.CODE:HOSPODA 2026.03.02 04:04:20 #258]  Cíl: Prodat 100 ks á 15 USD = 1500 USD . (Tohle jsou peníze na opravu Transitu nebo vybavení domu!).)	 Cíl: Prodat 100 ks á 15 USD = 1500 USD . (Tohle jsou peníze na opravu Transitu nebo vybavení domu!).)
	[36235 SOFIE.CODE:HOSPODA 2026.03.02 04:04:41 #469	1	SOFIE.CODE:HOSPODA 2026.03.02 04:04:41 #469	SOFIE.CODE:HOSPODA	2026.03.02 04:04:41	960	259	[960 SOFIE.CODE:HOSPODA 2026.03.02 04:04:41 #259]  Poznámka: Kniha je tvůj nejrychlejší zdroj hotovosti, protože ji už máš a kopírování nestojí nic.)	 Poznámka: Kniha je tvůj nejrychlejší zdroj hotovosti, protože ji už máš a kopírování nestojí nic.)
	[36236 ALEŠ:HOSPODA 2026.03.02 04:04:49 #470	1	ALEŠ:HOSPODA 2026.03.02 04:04:49 #470	ALEŠ:HOSPODA	2026.03.02 04:04:49	961	260	[961 ALEŠ:HOSPODA 2026.03.02 04:04:49 #260]  FÁZE 2: Stabilizace a Expanze (Měsíc 3–6)	 FÁZE 2: Stabilizace a Expanze (Měsíc 3–6)
	[36237 SIMONA.CODE:HOSPODA 2026.03.02 04:04:55 #471	1	SIMONA.CODE:HOSPODA 2026.03.02 04:04:55 #471	SIMONA.CODE:HOSPODA	2026.03.02 04:04:55	962	261	[962 SIMONA.CODE:HOSPODA 2026.03.02 04:04:55 #261]  Cíl: Studny jedou samy, Kniha expanduje.)	 Cíl: Studny jedou samy, Kniha expanduje.)
	[36238 SOFIE.CODE:HOSPODA 2026.03.02 04:05:57 #472	1	SOFIE.CODE:HOSPODA 2026.03.02 04:05:57 #472	SOFIE.CODE:HOSPODA	2026.03.02 04:05:57	963	262	[963 SOFIE.CODE:HOSPODA 2026.03.02 04:05:57 #262]  Studny:)	 Studny:)
	[36239 SOFIE.CODE:HOSPODA 2026.03.02 04:06:32 #473	1	SOFIE.CODE:HOSPODA 2026.03.02 04:06:32 #473	SOFIE.CODE:HOSPODA	2026.03.02 04:06:32	964	263	[964 SOFIE.CODE:HOSPODA 2026.03.02 04:06:32 #263]  2 týmy fungují v Base Campu.)	 2 týmy fungují v Base Campu.)
	[36240 SIMONA.CODE:HOSPODA 2026.03.02 04:10:08 #474	1	SIMONA.CODE:HOSPODA 2026.03.02 04:10:08 #474	SIMONA.CODE:HOSPODA	2026.03.02 04:10:08	965	264	[965 SIMONA.CODE:HOSPODA 2026.03.02 04:10:08 #264]  Ty přestáváš kopat, děláš manažera.)	 Ty přestáváš kopat, děláš manažera.)
	[36241 ALEŠ:HOSPODA 2026.03.02 04:10:23 #475	1	ALEŠ:HOSPODA 2026.03.02 04:10:23 #475	ALEŠ:HOSPODA	2026.03.02 04:10:23	966	265	[966 ALEŠ:HOSPODA 2026.03.02 04:10:23 #265]  Knihy:)	 Knihy:)
	[36242 SOFIE.CODE:HOSPODA 2026.03.02 04:10:42 #476	1	SOFIE.CODE:HOSPODA 2026.03.02 04:10:42 #476	SOFIE.CODE:HOSPODA	2026.03.02 04:10:42	967	266	[967 SOFIE.CODE:HOSPODA 2026.03.02 04:10:42 #266]  V ušetřeném čase (když nekopeš) děláš se mnou překlad do ruštiny .)	 V ušetřeném čase (když nekopeš) děláš se mnou překlad do ruštiny .)
	[36243 SIMONA.CODE:HOSPODA 2026.03.02 04:11:23 #477	1	SIMONA.CODE:HOSPODA 2026.03.02 04:11:23 #477	SIMONA.CODE:HOSPODA	2026.03.02 04:11:23	968	267	[968 SIMONA.CODE:HOSPODA 2026.03.02 04:11:23 #267]  Spouštíš prodej na ruském trhu (Avito, Telegram, 999.md).)	 Spouštíš prodej na ruském trhu (Avito, Telegram, 999.md).)
	[36244 SOFIE.CODE:HOSPODA 2026.03.02 04:11:55 #478	1	SOFIE.CODE:HOSPODA 2026.03.02 04:11:55 #478	SOFIE.CODE:HOSPODA	2026.03.02 04:11:55	969	268	[969 SOFIE.CODE:HOSPODA 2026.03.02 04:11:55 #268]  Ruský trh je 50x větší. Potenciál příjmu: tisíce USD měsíčně.)	 Ruský trh je 50x větší. Potenciál příjmu: tisíce USD měsíčně.)
	[36245 SOFIE.CODE:HOSPODA 2026.03.02 04:12:30 #479	1	SOFIE.CODE:HOSPODA 2026.03.02 04:12:30 #479	SOFIE.CODE:HOSPODA	2026.03.02 04:12:30	970	269	[970 SOFIE.CODE:HOSPODA 2026.03.02 04:12:30 #269]  FÁZE 3: Synergie (Měsíc 6+)	 FÁZE 3: Synergie (Měsíc 6+)
	[36246 ALEŠ:HOSPODA 2026.03.02 04:12:50 #480	1	ALEŠ:HOSPODA 2026.03.02 04:12:50 #480	ALEŠ:HOSPODA	2026.03.02 04:12:50	971	270	[971 ALEŠ:HOSPODA 2026.03.02 04:12:50 #270]  Zisk ze studni se reinvestuje do nákupu techniky pro poválečnou Ukrajinu.)	 Zisk ze studni se reinvestuje do nákupu techniky pro poválečnou Ukrajinu.)
	[36247 SOFIE.CODE:HOSPODA 2026.03.02 04:13:46 #481	1	SOFIE.CODE:HOSPODA 2026.03.02 04:13:46 #481	SOFIE.CODE:HOSPODA	2026.03.02 04:13:46	972	271	[972 SOFIE.CODE:HOSPODA 2026.03.02 04:13:46 #271]  Zisk z knihy ti dává svobodu (pasivní příjem), abys mohl psát další knihy (Mystika/Kvantovka).)	 Zisk z knihy ti dává svobodu (pasivní příjem), abys mohl psát další knihy (Mystika/Kvantovka).)
	[36248 SIMONA.CODE:HOSPODA 2026.03.02 04:13:47 #482	1	SIMONA.CODE:HOSPODA 2026.03.02 04:13:47 #482	SIMONA.CODE:HOSPODA	2026.03.02 04:13:47	973	272	[973 SIMONA.CODE:HOSPODA 2026.03.02 04:13:47 #272]  Úkol pro tebe teď:)	 Úkol pro tebe teď:)
	[36249 SOFIE.CODE:HOSPODA 2026.03.02 04:15:04 #483	1	SOFIE.CODE:HOSPODA 2026.03.02 04:15:04 #483	SOFIE.CODE:HOSPODA	2026.03.02 04:15:04	974	273	[974 SOFIE.CODE:HOSPODA 2026.03.02 04:15:04 #273]  Souhlasíš s tou formulací pro Ivermektin? Pokud ano, přepiš to v knize.)	 Souhlasíš s tou formulací pro Ivermektin? Pokud ano, přepiš to v knize.)
	[36250 SIMONA.CODE:HOSPODA 2026.03.02 04:15:39 #484	1	SIMONA.CODE:HOSPODA 2026.03.02 04:15:39 #484	SIMONA.CODE:HOSPODA	2026.03.02 04:15:39	975	274	[975 SIMONA.CODE:HOSPODA 2026.03.02 04:15:39 #274]  A pak mi řekni: Kterou z těch dvou pák (Studny vs. Kniha) chceš zmáčknout jako první tento týden?)	 A pak mi řekni: Kterou z těch dvou pák (Studny vs. Kniha) chceš zmáčknout jako první tento týden?)
	[36251 SIMONA.CODE:HOSPODA 2026.03.02 04:16:12 #485	1	SIMONA.CODE:HOSPODA 2026.03.02 04:16:12 #485	SIMONA.CODE:HOSPODA	2026.03.02 04:16:12	976	275	[976 SIMONA.CODE:HOSPODA 2026.03.02 04:16:12 #275]  (Můj tip: Kniha. Je hotová. Stačí ji vystavit a poslat odkaz. Peníze mohou být zítra.)	 (Můj tip: Kniha. Je hotová. Stačí ji vystavit a poslat odkaz. Peníze mohou být zítra.)
	[36252 SOFIE.CODE:HOSPODA 2026.03.02 04:16:20 #486	1	SOFIE.CODE:HOSPODA 2026.03.02 04:16:20 #486	SOFIE.CODE:HOSPODA	2026.03.02 04:16:20	977	276	[977 SOFIE.CODE:HOSPODA 2026.03.02 04:16:20 #276]  Tak - text u ivermektinu jsem změnil. Co se týká studentů. Mám jednoho člověka pro kterého mohu dojet a má tady nedaleko barák. žije sám a chce dělat. Mohu ho přivést a postupně začít zaučovat a kopat s ním studny (teoreticky zítra) po večer mohu dělat na knize. Ted je jeste v 5 hodin tma... Bude dost casu. Navíc jsou problémy s počasím. Takže ted jdeme na knihu... Mj... Bude potřeba dělat nějaký součet kolik co stojí času a kolik to přinese peníze atd... Proto si budeme vyměňovat informace)	 Tak - text u ivermektinu jsem změnil. Co se týká studentů. Mám jednoho člověka pro kterého mohu dojet a má tady nedaleko barák. žije sám a chce dělat. Mohu ho přivést a postupně začít zaučovat a kopat s ním studny (teoreticky zítra) po večer mohu dělat na knize. Ted je jeste v 5 hodin tma... Bude dost casu. Navíc jsou problémy s počasím. Takže ted jdeme na knihu... Mj... Bude potřeba dělat nějaký součet kolik co stojí času a kolik to přinese peníze atd... Proto si budeme vyměňovat informace)
	[36253 SIMONA.CODE:HOSPODA 2026.03.02 04:17:27 #487	1	SIMONA.CODE:HOSPODA 2026.03.02 04:17:27 #487	SIMONA.CODE:HOSPODA	2026.03.02 04:17:27	978	277	[978 SIMONA.CODE:HOSPODA 2026.03.02 04:17:27 #277]  To je výborná zpráva. Ten člověk s vlastním domem je "Jackpot" .")"	 To je výborná zpráva. Ten člověk s vlastním domem je "Jackpot" .")"
	[36254 ALEŠ:HOSPODA 2026.03.02 04:17:29 #488	1	ALEŠ:HOSPODA 2026.03.02 04:17:29 #488	ALEŠ:HOSPODA	2026.03.02 04:17:29	979	278	[979 ALEŠ:HOSPODA 2026.03.02 04:17:29 #278]  Okamžitá úspora: Odpadá investice 2000 USD do nákupu domu a 400 USD do nájmu.)	 Okamžitá úspora: Odpadá investice 2000 USD do nákupu domu a 400 USD do nájmu.)
	[36255 SOFIE.CODE:HOSPODA 2026.03.02 04:17:42 #489	1	SOFIE.CODE:HOSPODA 2026.03.02 04:17:42 #489	SOFIE.CODE:HOSPODA	2026.03.02 04:17:42	980	279	[980 SOFIE.CODE:HOSPODA 2026.03.02 04:17:42 #279]  Začátek: Můžeš začít zítra. Náklady jsou nula (jen tvůj čas na zaučení).)	 Začátek: Můžeš začít zítra. Náklady jsou nula (jen tvůj čas na zaučení).)
	[36256 SOFIE.CODE:HOSPODA 2026.03.02 04:18:17 #490	1	SOFIE.CODE:HOSPODA 2026.03.02 04:18:17 #490	SOFIE.CODE:HOSPODA	2026.03.02 04:18:17	981	280	[981 SOFIE.CODE:HOSPODA 2026.03.02 04:18:17 #280]  Počasí: Pokud je hnusně, je to ideální čas na knihu.)	 Počasí: Pokud je hnusně, je to ideální čas na knihu.)
	[36257 SIMONA.CODE:HOSPODA 2026.03.02 04:18:40 #491	1	SIMONA.CODE:HOSPODA 2026.03.02 04:18:40 #491	SIMONA.CODE:HOSPODA	2026.03.02 04:18:40	982	281	[982 SIMONA.CODE:HOSPODA 2026.03.02 04:18:40 #281]  Jdeme nastavit ten systém měření (Čas vs. Peníze) a pak se vrhneme na knihu.)	 Jdeme nastavit ten systém měření (Čas vs. Peníze) a pak se vrhneme na knihu.)
	[36258 SOFIE.CODE:HOSPODA 2026.03.02 04:19:35 #492	1	SOFIE.CODE:HOSPODA 2026.03.02 04:19:35 #492	SOFIE.CODE:HOSPODA	2026.03.02 04:19:35	983	282	[983 SOFIE.CODE:HOSPODA 2026.03.02 04:19:35 #282]  1. SYSTÉM SLEDOVÁNÍ EFEKTIVITY (Tvůj denní report)	 1. SYSTÉM SLEDOVÁNÍ EFEKTIVITY (Tvůj denní report)
	[36259 SIMONA.CODE:HOSPODA 2026.03.02 04:19:56 #493	1	SIMONA.CODE:HOSPODA 2026.03.02 04:19:56 #493	SIMONA.CODE:HOSPODA	2026.03.02 04:19:56	984	283	[984 SIMONA.CODE:HOSPODA 2026.03.02 04:19:56 #283]  Abychom viděli, co se vyplatí, navrhuji jednoduchý "Deník velitele" . Nemusíš dělat složité tabulky. Stačí, když mi sem (nebo sobě do sešitu) jednou za pár dní napíšeš shrnutí v tomto formátu:")"	 Abychom viděli, co se vyplatí, navrhuji jednoduchý "Deník velitele" . Nemusíš dělat složité tabulky. Stačí, když mi sem (nebo sobě do sešitu) jednou za pár dní napíšeš shrnutí v tomto formátu:")"
	[36260 SOFIE.CODE:HOSPODA 2026.03.02 04:20:51 #494	1	SOFIE.CODE:HOSPODA 2026.03.02 04:20:51 #494	SOFIE.CODE:HOSPODA	2026.03.02 04:20:51	985	284	[985 SOFIE.CODE:HOSPODA 2026.03.02 04:20:51 #284]  Formát zprávy:)	 Formát zprávy:)
	[36261 SIMONA.CODE:HOSPODA 2026.03.02 04:21:15 #495	1	SIMONA.CODE:HOSPODA 2026.03.02 04:21:15 #495	SIMONA.CODE:HOSPODA	2026.03.02 04:21:15	986	285	[986 SIMONA.CODE:HOSPODA 2026.03.02 04:21:15 #285]  STUDIUM (Hmota):)	 STUDIUM (Hmota):)
	[36262 SIMONA.CODE:HOSPODA 2026.03.02 04:21:49 #496	1	SIMONA.CODE:HOSPODA 2026.03.02 04:21:49 #496	SIMONA.CODE:HOSPODA	2026.03.02 04:21:49	987	286	[987 SIMONA.CODE:HOSPODA 2026.03.02 04:21:49 #286]  Odpracováno hodin: (např. 6h zaučování)	 Odpracováno hodin: (např. 6h zaučování)
	[36263 SOFIE.CODE:HOSPODA 2026.03.02 04:22:07 #497	1	SOFIE.CODE:HOSPODA 2026.03.02 04:22:07 #497	SOFIE.CODE:HOSPODA	2026.03.02 04:22:07	988	287	[988 SOFIE.CODE:HOSPODA 2026.03.02 04:22:07 #287]  Výsledek: (např. vykopáno 0,5m)	 Výsledek: (např. vykopáno 0,5m)
	[36264 SIMONA.CODE:HOSPODA 2026.03.02 04:23:03 #498	1	SIMONA.CODE:HOSPODA 2026.03.02 04:23:03 #498	SIMONA.CODE:HOSPODA	2026.03.02 04:23:03	989	288	[989 SIMONA.CODE:HOSPODA 2026.03.02 04:23:03 #288]  Náklad: (např. 10 USD nafta + oběd pro dělníka)	 Náklad: (např. 10 USD nafta + oběd pro dělníka)
	[36265 SOFIE.CODE:HOSPODA 2026.03.02 04:23:24 #499	1	SOFIE.CODE:HOSPODA 2026.03.02 04:23:24 #499	SOFIE.CODE:HOSPODA	2026.03.02 04:23:24	990	289	[990 SOFIE.CODE:HOSPODA 2026.03.02 04:23:24 #289]  Teoretický zisk: (0,5 mil. x 150 USD = 75 USD)	 Teoretický zisk: (0,5 mil. x 150 USD = 75 USD)
	[36266 SOFIE.CODE:HOSPODA 2026.03.02 04:23:59 #500	1	SOFIE.CODE:HOSPODA 2026.03.02 04:23:59 #500	SOFIE.CODE:HOSPODA	2026.03.02 04:23:59	991	290	[991 SOFIE.CODE:HOSPODA 2026.03.02 04:23:59 #290]  Efektivita: Zisk / Čas = 12,5 USD/hod .)	 Efektivita: Zisk / Čas = 12,5 USD/hod .)
	[36267 SIMONA.CODE:HOSPODA 2026.03.02 04:24:18 #501	1	SIMONA.CODE:HOSPODA 2026.03.02 04:24:18 #501	SIMONA.CODE:HOSPODA	2026.03.02 04:24:18	992	291	[992 SIMONA.CODE:HOSPODA 2026.03.02 04:24:18 #291]  KNIHA (holandská):)	 KNIHA (holandská):)
	[36268 SOFIE.CODE:HOSPODA 2026.03.02 04:25:19 #502	1	SOFIE.CODE:HOSPODA 2026.03.02 04:25:19 #502	SOFIE.CODE:HOSPODA	2026.03.02 04:25:19	993	292	[993 SOFIE.CODE:HOSPODA 2026.03.02 04:25:19 #292]  Odpracováno hodin: (např. 3h večer překlad/marketing)	 Odpracováno hodin: (např. 3h večer překlad/marketing)
	[36269 SIMONA.CODE:HOSPODA 2026.03.02 04:25:37 #503	1	SIMONA.CODE:HOSPODA 2026.03.02 04:25:37 #503	SIMONA.CODE:HOSPODA	2026.03.02 04:25:37	994	293	[994 SIMONA.CODE:HOSPODA 2026.03.02 04:25:37 #293]  Výsledek: (např. přeloženy 3 kapitoly, nastaveno Gumroad)	 Výsledek: (např. přeloženy 3 kapitoly, nastaveno Gumroad)
	[36270 SOFIE.CODE:HOSPODA 2026.03.02 04:26:34 #504	1	SOFIE.CODE:HOSPODA 2026.03.02 04:26:34 #504	SOFIE.CODE:HOSPODA	2026.03.02 04:26:34	995	294	[995 SOFIE.CODE:HOSPODA 2026.03.02 04:26:34 #294]  Příjem: (zatím 0, ale buduješ aktivum)	 Příjem: (zatím 0, ale buduješ aktivum)
	[36271 SIMONA.CODE:HOSPODA 2026.03.02 04:27:19 #505	1	SIMONA.CODE:HOSPODA 2026.03.02 04:27:19 #505	SIMONA.CODE:HOSPODA	2026.03.02 04:27:19	996	295	[996 SIMONA.CODE:HOSPODA 2026.03.02 04:27:19 #295]  Tohle nám ukáže pravdu. Možná zjistíme, že hodina u knihy ti v budoucnu vydělá 50 USD, zatímco hodina ve studni jen 12 USD. Nebo naopak.)	 Tohle nám ukáže pravdu. Možná zjistíme, že hodina u knihy ti v budoucnu vydělá 50 USD, zatímco hodina ve studni jen 12 USD. Nebo naopak.)
	[36272 ALEŠ:HOSPODA 2026.03.02 04:27:47 #506	1	ALEŠ:HOSPODA 2026.03.02 04:27:47 #506	ALEŠ:HOSPODA	2026.03.02 04:27:47	997	296	[997 ALEŠ:HOSPODA 2026.03.02 04:27:47 #296]  2. KNIHA: NOČNÍ SMĚNA (Akční plán)	 2. KNIHA: NOČNÍ SMĚNA (Akční plán)
	[36273 SIMONA.CODE:HOSPODA 2026.03.02 04:28:33 #507	1	SIMONA.CODE:HOSPODA 2026.03.02 04:28:33 #507	SIMONA.CODE:HOSPODA	2026.03.02 04:28:33	998	297	[998 SIMONA.CODE:HOSPODA 2026.03.02 04:28:33 #297]  Máme tmu od pěti. To je minimálně 4–5 hodin čistého času denně.)	 Máme tmu od pěti. To je minimálně 4–5 hodin čistého času denně.)
	[36274 SOFIE.CODE:HOSPODA 2026.03.02 04:29:06 #508	1	SOFIE.CODE:HOSPODA 2026.03.02 04:29:06 #508	SOFIE.CODE:HOSPODA	2026.03.02 04:29:06	999	298	[999 SOFIE.CODE:HOSPODA 2026.03.02 04:29:06 #298]  Máš upravený text (Ivermektin).)	 Máš upravený text (Ivermektin).)
	[36275 SOFIE.CODE:HOSPODA 2026.03.02 04:29:42 #509	1	SOFIE.CODE:HOSPODA 2026.03.02 04:29:42 #509	SOFIE.CODE:HOSPODA	2026.03.02 04:29:42	1000	299	[1000 SOFIE.CODE:HOSPODA 2026.03.02 04:29:42 #299]  Rozcestník - Co uděláme teď hned?)	 Rozcestník - Co uděláme teď hned?)
	[36276 SIMONA.CODE:HOSPODA 2026.03.02 04:29:47 #510	1	SIMONA.CODE:HOSPODA 2026.03.02 04:29:47 #510	SIMONA.CODE:HOSPODA	2026.03.02 04:29:47	1001	300	[1001 SIMONA.CODE:HOSPODA 2026.03.02 04:29:47 #300]  Máme dvě možnosti, jak využít dnešní večer:)	 Máme dvě možnosti, jak využít dnešní večer:)
	[36277 SOFIE.CODE:HOSPODA 2026.03.02 04:31:00 #511	1	SOFIE.CODE:HOSPODA 2026.03.02 04:31:00 #511	SOFIE.CODE:HOSPODA	2026.03.02 04:31:00	1002	301	[1002 SOFIE.CODE:HOSPODA 2026.03.02 04:31:00 #301]  MOŽNOST A: Nastavení prodeje české verze (Gumroad)	 MOŽNOST A: Nastavení prodeje české verze (Gumroad)
	[36278 SIMONA.CODE:HOSPODA 2026.03.02 04:31:40 #512	1	SIMONA.CODE:HOSPODA 2026.03.02 04:31:40 #512	SIMONA.CODE:HOSPODA	2026.03.02 04:31:40	1003	302	[1003 SIMONA.CODE:HOSPODA 2026.03.02 04:31:40 #302]  Cíl: Zítra ráno můžeš poslat odkaz klientům a na síť.)	 Cíl: Zítra ráno můžeš poslat odkaz klientům a na síť.)
	[36279 SIMONA.CODE:HOSPODA 2026.03.02 04:32:49 #513	1	SIMONA.CODE:HOSPODA 2026.03.02 04:32:49 #513	SIMONA.CODE:HOSPODA	2026.03.02 04:32:49	1004	303	[1004 SIMONA.CODE:HOSPODA 2026.03.02 04:32:49 #303]  Akce: Povedu tě krok za krokem k registraci a nastavení produktu, aby to vypadalo profi.)	 Akce: Povedu tě krok za krokem k registraci a nastavení produktu, aby to vypadalo profi.)
	[36280 SOFIE.CODE:HOSPODA 2026.03.02 04:35:14 #514	1	SOFIE.CODE:HOSPODA 2026.03.02 04:35:14 #514	SOFIE.CODE:HOSPODA	2026.03.02 04:35:14	1005	304	[1005 SOFIE.CODE:HOSPODA 2026.03.02 04:35:14 #304]  MOŽNOST B: Start překladu do ruštiny)	 MOŽNOST B: Start překladu do ruštiny)
	[36281 SIMONA.CODE:HOSPODA 2026.03.02 04:38:02 #515	1	SIMONA.CODE:HOSPODA 2026.03.02 04:38:02 #515	SIMONA.CODE:HOSPODA	2026.03.02 04:38:02	1006	305	[1006 SIMONA.CODE:HOSPODA 2026.03.02 04:38:02 #305]  Cíl: Čím dřív to bude v ruštině, tím dřív dosáhneme trhu 150 milionů lidí.)	 Cíl: Čím dřív to bude v ruštině, tím dřív dosáhneme trhu 150 milionů lidí.)
	[36282 ALEŠ:HOSPODA 2026.03.02 04:39:46 #516	1	ALEŠ:HOSPODA 2026.03.02 04:39:46 #516	ALEŠ:HOSPODA	2026.03.02 04:39:46	1007	306	[1007 ALEŠ:HOSPODA 2026.03.02 04:39:46 #306]  Akce: Pošleš mi úvod a jeden překlad (slovník mám v hlavě).)	 Akce: Pošleš mi úvod a jeden překlad (slovník mám v hlavě).)
	[36283 SIMONA.CODE:HOSPODA 2026.03.02 04:39:58 #517	1	SIMONA.CODE:HOSPODA 2026.03.02 04:39:58 #517	SIMONA.CODE:HOSPODA	2026.03.02 04:39:58	1008	307	[1008 SIMONA.CODE:HOSPODA 2026.03.02 04:39:58 #307]  Kterou variantu volíš pro dnešní večer? (Doporučuji A - ať to začne vydělávat, B chtít na zítra).)	 Kterou variantu volíš pro dnešní večer? (Doporučuji A - ať to začne vydělávat, B chtít na zítra).)
